id,nome,massa,luminosidade,temperatura,distancia,ascensao_reta,declinacao
858,canguru-veneravel-sigma,1.0240194,1.7855281,5859.8325,1476.0182,179.3086959047553,-54.393760898625054
859,falcao-racional-delta,0.6589118,0.110653065,4210.2705,1125.6788,274.14020415076607,-52.10679516534438
860,antilope-leal-gama,0.9475124,1.3406053,5510.3687,1532.6775,299.8349547339151,-3.955262796510967
861,dragao-prudente-iota,1.0540931,2.2511287,5830.2925,1204.1599,155.6696307580271,-69.86434068477558
862,leopardo-bondoso-sigma,0.5530074,0.063276425,3668.9,597.3491,128.95437089023528,-2.852272491004827
863,hiena-pacifica-alfa,0.917178,1.0363815,5344.8975,897.5871,280.6433205935732,-11.446882720805753
864,gaivota-gentil-pi,1.0607353,9.62157,4622.3936,3207.8083,78.00111369128076,-69.39319029090467
865,suricato-pensativo-sigma,0.8847193,0.95321316,5500.893,1932.5868,268.232353746862,13.30302702564472
866,ganso-perspicaz-sigma,1.1306866,2.2016375,6032.6387,1791.9974,277.45686303487656,30.701633457941973
867,leopardo-luminoso-beta,0.8431568,0.5836081,5177.6284,982.7894,73.65009579659913,39.18180079378566
868,lince-magnifico-pi,0.67945564,0.1695643,4320.3247,1025.3584,225.86092660437922,-72.93527623039328
869,falcao-tranquilo-sigma,0.62264115,0.077141106,4218.924,1227.9683,223.5584410394937,-53.57772824760326
870,gorila-voraz-sigma,1.1615009,3.6881716,5749.401,2921.0981,105.79293297531902,-21.776105507151872
871,rinoceronte-mortal-delta,1.0301548,2.5689063,5071.415,480.6458,5.425177369724694,34.335095892341414
872,lobo-antigo-sigma,0.5839793,0.06490576,3950.7427,1055.6107,281.42044347372763,-19.357241110175444
873,crocodilo-devoto-gama,4.5923805,581.07104,5413.862,6970.0513,255.29227049628636,-30.099141449733672
874,morcego-letal-iota,0.80100155,0.3914767,5007.148,1011.0989,0.046321009900002,75.85604257085858
875,tartaruga-minuciosa-sigma,0.7809039,0.27735984,4864.9727,855.3098,225.81694976250097,-75.4247743224296
876,lobo-vigilante-zeta,0.7190242,0.22929575,4453.832,1246.4524,98.37514435531311,-18.39922301139722
877,falcao-destemido-alfa,0.59906435,0.1327833,4005.7979,776.0948,289.7403592881332,0.05981474154537437
878,tubarao-letal-beta,1.9528673,31.373903,4921.9775,1134.484,272.4590166843068,-27.94701282371445
879,golfinho-minucioso-iota,0.981955,1.5859045,5755.0786,1055.3534,191.74374889217611,-59.027033640114
880,urso-minucioso-iota,1.4573166,6.081645,6684.8525,1788.7677,278.8002517991893,-18.164280839827374
881,texugo-ardente-pi,0.94432855,1.0335011,5119.2695,1396.1084,284.0847312809586,-23.211487388879064
882,jaguar-zeloso-gama,1.0003399,2.3446107,5440.4556,1589.3387,281.7902942097031,-50.68566095199535
883,ganso-nobre-gama,0.84866714,0.53380185,5180.4688,890.8846,249.3025674847926,-45.27380127179528
884,canario-livre-alfa,1.6500559,25.945942,4828.605,641.725,220.6647873250446,-58.096251995185824
885,gaivota-brilhante-pi,0.97036564,4.135446,4790.734,1445.5781,222.03871240399332,-57.026676348066175
886,baleia-curiosa-gama,0.7326084,0.21010938,4540.1797,974.5232,322.5308493371788,48.305157132367356
887,panda-frenetico-zeta,1.3105832,4.0054736,6319.071,1900.0612,133.4352659780697,-19.687399007339856
888,cervo-audaz-zeta,0.63129085,0.14715122,4206.701,858.9319,174.10610556211114,-63.08992191549198
889,pinguim-sonolento-gama,0.99511135,2.5542274,6358.7173,1720.6545,259.18132689485395,-22.863776503005063
890,onca-sutil-gama,1.0662028,1.0284418,5878.6978,595.3524,155.50386560868063,65.82290078938358
891,tigre-curioso-zeta,1.2014136,6.5007806,4930.0957,2209.168,266.67251887234306,-53.817608865403166
892,cachorro-nobre-zeta,0.6696011,0.39332247,4687.0093,3754.883,310.4268748130039,17.948700514406482
893,onca-pensativa-delta,0.73318726,0.25880733,4503.8013,1814.5892,175.2277996972291,-54.69565426164103
894,javali-furioso-zeta,0.7647976,0.20229445,4838.035,1558.6986,311.2729528699381,24.225169440863258
895,cervo-sigiloso-gama,2.0567489,20.288147,4556.88,3696.549,227.4402920568496,-68.49888259955884
896,lontra-rapida-pi,0.8167779,0.7417961,5206.7993,1087.8903,233.14054783378398,-43.54475599069583
897,baleia-invisivel-pi,0.7065403,0.19835207,4471.7686,1373.7727,198.1313484762586,-39.03814087640825
898,lontra-estranha-pi,0.96987504,2.7100067,4885.8545,850.1509,97.98097314649931,-5.035210931387621
899,vaca-ousada-gama,0.77763265,0.31274942,4859.97,626.3668,72.40064844786711,26.835735454668754
900,jaguar-orgulhoso-alfa,1.1670032,2.3039665,6181.109,1172.6671,119.80569852101284,-36.94473390934037
901,arraia-imponente-beta,0.9573721,1.7629911,5535.7314,1593.9916,324.6176490276818,39.95544970233697
902,gaviao-bondoso-sigma,1.4500791,159.874,4551.6143,757.6281,264.21736680383077,-26.770031896729687
903,canguru-firme-iota,0.8100963,0.36824945,4942.765,1292.3087,259.6108991552426,-57.77200873637742
904,gaviao-valioso-iota,0.7942229,0.33957285,4915.2,1842.1311,292.5324923663682,-44.92189321219066
905,bode-feroz-alfa,0.7854012,0.36652872,4836.052,1334.4398,217.97264515895878,-64.26161673099841
906,lobo-hostil-zeta,0.74376744,0.31379235,4682.3726,599.4673,254.92008039548443,-48.09502786854541
907,galinha-serena-pi,0.7181428,0.14083502,4474.5776,932.2697,155.50804570829604,-48.01381250893994
908,gaviao-agradavel-iota,1.0060023,0.78228575,5760.2305,1679.5144,354.2233640022681,-8.100991814167276
909,gaviao-radiante-alfa,2.4538667,179.20543,4753.144,3774.9583,264.6092069545585,-17.539977362475103
910,camaleao-astrologo-alfa,1.3524246,2.8531752,6727.6694,2110.3867,292.60990090181434,24.6995167791572
911,gaivota-voraz-beta,0.9356812,1.4501975,5519.506,1022.5724,245.42875273648698,-54.65751025803972
912,onca-serena-zeta,1.0379496,2.5914335,5159.143,1678.272,317.3010541375477,47.64755322924041
913,pinguim-razante-sigma,1.490216,7.5148,5787.357,2659.6382,224.3535974445156,-19.150854979581275
914,golfinho-tranquilo-delta,1.2340536,15.442978,4507.3584,1840.6603,273.97475942909125,-23.331250928165577
915,leao-gigante-alfa,0.96886337,1.6122947,5840.281,1323.8087,265.63658236340524,-44.20095587060555
916,crocodilo-minucioso-beta,3.0094216,195.86795,4341.0303,4854.2236,270.0520142892098,-22.128573935639043
917,suricato-digno-sigma,2.0610652,25.206095,8310.72,2429.5146,257.0921068157356,-47.38908298320565
918,bode-bondoso-iota,0.8657553,0.8593918,5369.4546,1138.5444,329.0327283156578,51.046918398038414
919,lontra-sigilosa-pi,0.7273809,0.20748837,4487.6187,661.7628,266.4258595227425,-19.555124856098956
920,porco-sabio-zeta,1.9738022,23.513344,6881.8604,2474.7188,291.7482380992896,21.04731805395686
921,panda-voraz-beta,0.8651732,0.578242,5138.024,1072.8224,153.46856465708353,-57.13257791860939
922,tordo-livre-pi,1.9657671,15.386239,9070.741,2022.5905,102.4039307107051,-11.692252410430994
923,pavao-desconfiado-delta,0.87106866,0.49962074,5286.429,841.8538,127.72362478703549,-1.0781059672160942
924,baleia-cruel-gama,0.7200541,0.22523355,4536.9204,1354.8405,328.24800726331574,12.82108252795372
925,onca-letal-iota,0.9086759,1.1101912,5577.8477,1399.6162,247.40434183208697,68.23120240997656
926,boi-audaz-zeta,0.67723274,0.1267321,4284.7344,1227.7533,167.14136116938593,55.05537729378559
927,camaleao-frenetico-zeta,0.5520727,0.049002253,3856.4216,935.1376,280.5150613944364,-28.55544500110747
928,lontra-frenetica-zeta,1.3694808,4.9289794,6291.2793,1806.5837,299.4318677357102,28.039583031711402
929,tubarao-resoluto-pi,1.2706513,3.439731,6323.565,1483.6335,298.8440716181549,42.096376233523515
930,cervo-animoso-pi,0.9284057,1.3501205,5621.24,1311.5972,124.11933386285975,-10.022152168091631
931,porco-razante-sigma,1.8535521,108.31515,5223.4766,1432.1239,253.84548327697988,-38.20583185441803
932,pinguim-fiel-gama,1.3615977,4.4935155,6572.072,259.755,342.5308838842383,-45.12222906674039
933,cervo-orgulhoso-pi,0.88216174,0.36730194,5215.84,1639.149,311.4467457400011,-12.000930454354664
934,crocodilo-agradavel-delta,1.1801399,3.634519,5405.825,3338.068,239.47352357107033,-59.72845890950128
935,gaviao-pensativo-beta,0.86656827,0.79158306,5425.1914,1837.0503,187.0038678111171,-48.90901860425713
936,onca-ardente-alfa,1.0416775,3.006359,5031.0923,1791.8735,264.6853536621566,-12.86024524459233
937,pantera-firme-sigma,0.7573738,0.33136752,4610.5127,1189.2974,335.9514045645476,68.7922673326131
938,boi-forte-iota,0.93836033,0.96794605,4970.3945,814.0056,258.0493688280875,-31.27806281930881
939,vaca-inteligente-beta,0.971007,0.86093676,5723.0366,1207.3512,217.89575993679316,-47.360846958898996
940,arraia-audaz-zeta,0.874063,0.5202786,5256.243,1139.3254,132.70771759326024,-62.908452617103436
941,coruja-serena-alfa,1.257644,3.8720965,6057.675,1187.1766,281.0903367423034,-5.568188486674108
942,leopardo-racional-iota,1.4579641,3.6008587,7080.7,2096.5388,238.44475103383928,-49.13459596877815
943,rinoceronte-ardente-pi,0.8057347,0.4579248,4910.27,838.7617,41.49544682818863,70.63155191086835
944,camelo-nervoso-pi,0.59816283,0.102459416,3907.877,717.8962,271.30002564364275,-29.61194441455894
945,morcego-inspirado-zeta,0.53839904,0.052073315,3609.5864,556.086,320.85562269025996,-37.036038615796244
946,panda-inquieto-pi,0.78404325,0.4431084,4906.3037,1688.9843,315.2761224334496,-21.62655356422269
947,camelo-rapido-alfa,0.6777063,0.10242031,4280.7773,1180.4742,194.70142455501505,54.73537585663069
948,arraia-nervosa-alfa,1.4797773,4.8451824,7153.8037,1633.3695,221.0982556031618,-58.08585230670992
949,coruja-furiosa-alfa,3.0026047,108.029274,4544.895,3171.0325,311.1933462201593,33.24809660528785
950,suricato-luminoso-sigma,1.7528785,15.893916,5242.7705,1411.0746,281.0457981383402,0.593704002019112
951,urso-misterioso-beta,1.4819962,6.807139,6487.0605,1134.1969,95.58955022400619,26.101385981225516
952,macaco-vigilante-gama,3.476349,276.71347,6828.7812,2247.007,351.7584951228656,65.11813464294742
953,tartaruga-radiante-zeta,0.78965366,0.758594,5046.1514,902.8062,115.81690419815206,-34.708759509277016
954,cervo-brilhante-gama,0.62895054,0.08857321,4049.9355,304.1675,36.79390471714849,-66.67775926925012
955,zebra-razante-sigma,1.7863451,15.078152,7048.9087,1932.347,139.79993571150098,-44.297493289401494
956,golfinho-inspirado-zeta,0.7912246,0.4704004,4961.913,1726.1069,254.66072745558142,-64.78453551919287
957,macaco-sombrio-pi,1.0206202,2.4929433,5203.4907,1721.692,286.86002557769194,14.766161820873137
958,cobra-cautelosa-beta,1.1514901,3.6180177,5784.0474,4041.8594,229.56359633993097,-70.3646902063114
959,cisne-silencioso-iota,0.81422627,0.36825374,4904.849,1779.8069,266.34106209508815,5.650339673265877
960,lince-brilhante-zeta,0.9688646,0.61214185,5532.1953,332.9865,57.560053698783456,-37.4851113236017
961,cisne-manso-iota,1.0716859,2.5613513,5832.3477,1226.8497,253.0798759515366,12.195434657109992
962,galo-cruel-gama,0.92507946,0.8522769,5378.219,1232.0374,151.23762692201325,-79.60916594323551
963,pinguim-majestoso-sigma,0.86846817,0.29879668,5209.4126,1681.0752,313.91171690795676,0.30165111831967856
964,gaviao-pacifico-zeta,1.0142196,2.3823361,5397.605,1769.7034,276.2461255960815,28.495448856051663
965,pantera-curiosa-alfa,1.0477731,2.4762106,5739.1772,3760.3682,162.79936910009062,-33.57427178485872
966,porco-gigante-pi,1.9031855,19.206375,7492.5103,2316.98,278.67954171940926,-14.931233129869803
967,javali-sutil-gama,1.2804604,4.2792754,5384.29,1384.2594,117.72689961800175,40.62874874946684
968,cobra-inquieta-alfa,0.8032044,0.24772087,4856.932,566.6588,320.0079304780279,32.954911576819335
969,morcego-agil-zeta,0.644043,0.092526935,4138.9116,611.5162,129.20855567366777,-76.77451001265028
970,dragao-gentil-zeta,2.4873629,56.937244,9268.466,4022.155,287.0326349242839,3.816283399656588
971,pavao-eletrico-pi,1.6200978,9.007052,5241.8726,1990.8123,21.014048505189695,67.2450814787376
972,aguia-invisivel-pi,0.7237878,0.21490386,4600.6924,271.5743,41.1458798654444,-4.609937251870831
973,canguru-voraz-sigma,0.60904926,0.07734596,4013.8767,843.6638,279.4430911627976,-19.851163554441715
974,aguia-brilhante-alfa,1.0307485,4.8825965,4802.6387,1357.8599,300.13208673493614,28.967614357540565
975,arraia-vibrante-delta,5.084968,1157.9484,7825.365,6712.588,202.81313995853282,-62.75095722572592
976,carpa-sagaz-zeta,0.79117566,0.38313225,4935.9507,1947.183,251.5256027517763,32.502884550292734
977,crocodilo-saliente-sigma,0.68841726,0.32975587,4544.533,1171.206,327.6704876702992,50.23862638656251
978,pavao-zeloso-gama,1.0876741,1.4386199,6017.3315,1740.951,119.54469057770028,71.94817533949521
979,bufalo-inspirado-pi,1.7662292,14.270624,7095.541,1614.1421,272.27978000820445,-25.55839617300097
980,macaco-furioso-alfa,0.9405178,1.2694838,5653.519,1412.1029,160.89412526091036,-38.511209557381356
981,carpa-vibrante-beta,0.83877635,0.3103699,5064.1733,1174.3441,270.7360932489745,23.563928763945245
982,panda-bondoso-beta,1.0313152,4.4178514,4891.7104,1285.4164,268.5823586156701,-30.694036780501328
983,bode-resoluto-pi,1.6228049,9.529513,6949.1216,2135.2898,86.7479568546958,16.40706065486775
984,puma-ferido-iota,0.9487312,1.7026229,5578.4873,1186.5662,241.3529303358046,-23.03085809283703
985,tordo-zeloso-alfa,2.102398,93.13778,5437.5864,1269.6644,263.6692466045412,-23.697244090424885
986,urso-fiel-alfa,2.0534468,19.891125,5023.6436,2067.0535,314.86929320833167,46.60184058906163
987,foca-vibrante-beta,0.5582343,0.07059575,3875.331,615.8848,293.0108194323493,0.2827870259483983
988,girafa-calma-pi,0.71265835,0.14435433,4449.6436,1433.7711,145.12590875960097,-33.7851576032508
989,tigre-lento-beta,1.0101156,2.2824473,5579.2197,326.692,174.96331148817399,69.2748588926928
990,pantera-forasteira-delta,0.8197706,0.49596685,5133.1914,1176.7758,234.31346259555804,-63.446035003604685
991,lontra-inteligente-sigma,0.7010771,0.17282413,4375.4497,1568.8767,293.7153978594779,-29.629218498192166
992,lobo-indomavel-beta,0.9956005,2.3847592,5531.2236,1265.4219,283.75876904300776,16.768824822399296
993,lobo-ardente-pi,1.6241895,36.990124,4831.596,1151.2999,258.892399662358,-12.855353953156104
994,leopardo-nobre-gama,3.013061,141.08075,8591.946,6399.716,160.92429965620093,-59.00361172853301
995,hiena-calma-alfa,0.8499613,0.4026891,5147.592,1480.536,261.6999016468677,-56.107630197912385
996,tordo-audivel-beta,0.8039635,0.40055865,4950.9097,1488.3013,286.10739563738116,-41.9223754387728
997,falcao-sutil-pi,2.6034904,52.930656,4762.1626,2102.9053,257.2473083870343,-53.311080909817036
998,tigre-bondoso-iota,0.9062986,0.68139344,5479.1567,565.2896,85.84454520670815,-64.86501227454823
999,vaca-pacifica-alfa,0.8203275,0.8280023,5248.262,925.5277,283.19349605926226,-11.772244163163954
1000,cachorro-luminoso-delta,1.0730066,2.6234236,5861.0586,1282.0182,153.05268580583515,-46.7108926138165
1001,ornintorrinco-gelido-alfa,0.7130185,0.20568071,4478.1606,785.1188,261.64984682299036,-39.12128065339636
1002,carpa-misteriosa-delta,2.4528952,48.85261,5161.146,1411.0854,92.8404996089548,41.76767122983792
1003,galinha-ardente-gama,2.2230291,37.56439,8020.598,2066.654,321.92429772197045,52.890640647200264
1004,crocodilo-gentil-gama,0.79837984,0.40424553,5025.7207,745.7776,233.5056277553215,-33.12531276022193
1005,cisne-ousado-alfa,1.402015,4.8072677,6764.0957,1696.7006,227.60749951522553,-51.98443153068149
1006,lobo-forasteiro-beta,0.59105027,0.09978217,3850.1602,769.137,348.7708241289317,-57.44699451425629
1007,camelo-instintivo-beta,0.77746373,0.3818995,4916.463,818.1604,267.7218270550468,-15.936835800915743
1008,suricato-selvagem-sigma,0.7100156,0.16140997,4440.7705,1039.238,250.78572207588147,-30.8704253420869
1009,suricato-furioso-alfa,1.45239,3.5148067,5544.71,1012.2057,245.30308374396574,-42.43527967606336
1010,gorila-magnifico-pi,1.0601431,7.2650156,4816.8394,2314.5022,282.92446875059846,17.955250551761942
1011,tamandua-pacifico-pi,0.71514034,0.24388319,4563.1255,1501.594,204.8455698170235,12.261529620929087
1012,tigre-racional-delta,2.6024835,38.928673,4702.8784,3789.855,298.3540626437206,20.299024819096335
1013,pavao-mortal-delta,0.9495784,2.2873745,4856.748,765.1912,273.23759708030167,-10.896232991516678
1014,gorila-feroz-gama,2.1570263,43.816032,4757.4673,3887.7563,283.51576772574003,-4.44683694681025
1015,rinoceronte-divino-zeta,0.7673328,0.4753555,4817.643,844.5924,300.72758346809275,-60.38910131605006
1016,baleia-cautelosa-beta,0.9284776,0.5391672,5450.3774,1714.0927,226.95644200328482,-41.44244816320498
1017,jaguar-congelante-gama,0.5456691,0.05766297,3693.0115,465.55,211.81043525150372,-42.96573895476333
1018,zebra-gentil-alfa,1.011123,2.5745084,5009.6143,2492.2695,269.95579625815077,-36.38610401560386
1019,morcego-estranho-pi,1.41507,5.3471766,6623.4897,1000.2976,169.84366354636666,-59.71879102097464
1020,crocodilo-vibrante-delta,2.8020797,43.003483,4934.5854,1638.585,154.54436841871393,-53.32570136140924
1021,girafa-brilhante-pi,1.2647524,3.2073555,6228.032,2451.5461,175.612891394321,-63.148908866966295
1022,boi-nobre-alfa,1.0831543,6.4197216,4855.2017,2446.8992,264.91239989602707,-43.29591542725862
1023,falcao-gelido-pi,3.2429593,250.15906,6481.952,2158.7615,357.28671610355883,65.25531960744397
1024,ornintorrinco-animoso-alfa,0.9984455,1.0200697,5781.59,809.3984,118.22508947944574,35.42560961470553
1025,vaca-sabia-zeta,0.9802628,2.3027627,5164.502,2063.6226,276.8445618273348,39.04186832508223
1026,urso-letal-iota,0.80568904,0.36710382,4901.334,1837.9309,278.9561980167213,-68.18667595603353
1027,lince-vivaz-iota,0.7337489,0.30077028,4513.8906,807.3517,308.94805623955733,45.71810317275889
1028,lontra-lenta-iota,0.665087,0.107207045,4418.432,767.2688,280.35774052430355,-6.5948397359563184
1029,panda-ardente-alfa,1.3331422,3.7799308,6628.4224,1157.1986,287.80101450816306,25.233079860437222
1030,aguia-nobre-pi,1.0802106,2.8810058,5563.4985,2435.6897,319.3159322636598,34.58527821103427
1031,cisne-nobre-zeta,0.7188255,0.13478838,4482.7603,1017.1014,88.14536664874382,52.38738066378053
1032,cisne-radiante-gama,2.5448768,63.76109,9312.354,3333.069,312.61988482473174,43.49850187271909
1033,ganso-voraz-sigma,0.5991431,0.10515442,3692.6406,460.1364,262.6425356095531,-49.85530071907623
1034,ganso-sonolento-pi,0.6860993,0.23379081,4328.133,825.2154,124.06820748921069,-46.69034281737476
1035,cachorro-lento-iota,1.1049908,3.1262443,5684.098,3031.21,260.1644523430515,29.393734456272007
1036,tartaruga-saltitante-iota,2.4964945,70.306786,5110.5034,3788.8708,153.84287081422198,-49.53133458534066
1037,tamandua-vivaz-sigma,2.6030316,32.08588,4639.1416,2842.2773,243.17754174718635,-41.095721559498294
1038,texugo-nobre-gama,1.3219247,4.220929,6201.8325,1319.7009,55.01973183553695,41.85384808607501
1039,leao-livre-pi,0.9204793,1.1973541,5590.981,1148.1138,111.63714625455103,19.593536821959095
1040,tubarao-audaz-zeta,1.060805,8.518958,4721.0376,965.7617,245.13720291254594,-49.84240239588458
1041,bode-racional-delta,1.553796,7.976945,6848.972,1743.5688,182.30984065433535,-60.47928107151107
1042,pantera-animosa-gama,1.003603,1.1251099,5811.321,2786.098,196.7081016217234,-33.26094976604279
1043,canario-audivel-delta,0.7143716,0.26038212,4486.8374,1608.306,273.0613675010054,12.014257127909659
1044,tartaruga-prudente-beta,0.65302014,0.12057257,4154.6377,1214.0242,341.4724820174448,34.3044669708092
1045,gaivota-saliente-delta,1.0972435,1.8421649,6109.665,799.9095,332.99007165321905,-70.07985238490268
1046,suricato-letal-beta,2.902476,52.56557,4773.457,2965.9197,294.3842834344796,22.929995697680525
1047,arraia-astrologa-zeta,0.7239465,0.21640779,4510.2866,1134.664,355.9274220526936,53.78787251499143
1048,canario-animoso-alfa,0.8559326,0.73302466,5168.013,936.7797,262.8819501374161,-3.1310919342272556
1049,morcego-implacavel-alfa,0.99061525,3.9928882,4849.115,2381.0884,177.2404240580106,-53.936086633388676
1050,coruja-inteligente-delta,1.0403421,2.7255633,5205.1533,3003.0474,308.83275804280214,-68.51183133812651
1051,pinguim-misterioso-delta,0.83689487,0.48466343,5088.3315,1779.0205,110.2626703866002,-25.78856816989579
1052,raposa-resoluta-gama,0.76525956,0.34231737,4762.118,1127.2341,311.1465716567739,25.208836156725052
1053,canguru-zeloso-gama,0.96480274,1.6293749,5445.2305,1171.8601,280.89679099693694,-5.167787481984987
1054,golfinho-encantado-alfa,0.6348715,0.091290824,4202.5,940.1357,283.84073861594476,11.624722777671842
1055,gorila-racional-iota,2.037757,21.994535,8733.721,4121.7944,141.1009294947069,-47.23984989817492
1056,canario-perigoso-sigma,0.9803747,4.0269704,4797.3105,1516.1594,266.27836767415107,-34.72428148156088
1057,cobra-sonolenta-gama,1.6387594,10.664131,6282.692,1418.6453,274.8998476075232,-26.183996587883726
1058,pavao-rapido-zeta,0.74773324,0.2730138,4721.7583,960.4264,229.05515086467958,-46.205744990449155
1059,tubarao-feroz-alfa,1.1670176,2.2312822,6208.1313,1334.8083,322.9277923438375,27.21714123868546
1060,arraia-veneravel-iota,2.80573,101.90859,5072.974,2014.2888,284.4225075457697,16.08585402445725
1061,tordo-antigo-iota,0.98002404,2.330073,4991.7017,1756.0133,212.96752126426853,-58.05054724092021
1062,texugo-pacifico-zeta,1.1447344,3.353041,5590.99,397.613,51.3810097272901,12.37115422808496
1063,camaleao-desconfiado-iota,0.72206306,0.31223425,4660.633,1020.8858,334.2228812469895,47.14463599089558
1064,puma-zeloso-gama,1.6203191,12.349417,5012.0957,427.9535,76.11931761243419,-3.0462870497886123
1065,bufalo-nervoso-pi,0.79909515,0.35810837,4981.4443,586.6505,114.02547630867895,-64.15388109067058
1066,lobo-sonhador-delta,0.61789376,0.075114734,4757.175,263.6133,305.4249840567156,5.913773361843624
1067,galo-pensativo-iota,1.1834568,1.7922051,6242.104,1230.2443,153.68588104805372,-59.59197684104445
1068,foca-brilhante-alfa,0.7100496,0.12144311,4450.799,1016.3122,146.48307711760083,-46.88982073597193
1069,camelo-congelante-pi,0.7374488,0.17363404,4586.072,711.833,241.86391033977173,-37.180136293594174
1070,coruja-pacifica-gama,0.9927811,1.1191738,5797.8384,822.653,198.66842479132586,-61.16108228048406
1071,camelo-animoso-zeta,1.8751122,14.183631,8586.443,1920.6974,301.67035849742456,34.933424261363136
1072,gaviao-calmo-zeta,1.0414273,7.5886188,4721.662,2406.0269,289.43762293714957,2.6335585202881715
1073,tartaruga-divina-alfa,1.6245847,8.290133,7490.9062,2442.4824,295.5946477033539,24.1612386342724
1074,crocodilo-majestoso-beta,0.8324182,0.2938941,4995.874,1501.7919,251.50588582305514,-63.654595447363754
1075,camelo-vibrante-beta,0.78810906,0.31470415,4769.991,909.5689,153.26188700873982,-48.104390640799636
1076,foca-perigosa-delta,1.0093489,2.213505,5683.3677,1437.3767,261.53369984914934,-59.216275717287544
1077,puma-inquieto-zeta,2.4313617,46.423424,6007.805,1389.1178,270.1270872414314,-27.36582603232797
1078,lontra-selvagem-delta,1.0975018,2.30428,5967.096,1540.8145,148.35469696527076,-48.09403129306277
1079,ornintorrinco-perigoso-sigma,1.0212315,2.4232206,5650.205,1306.4655,91.00051146419798,45.89769841391257
1080,elefante-implacavel-zeta,0.56653255,0.06351125,3556.117,524.7297,146.72280130473706,64.26918024107074
1081,cisne-encantado-alfa,0.58752453,0.11257817,3914.5632,715.8459,78.46522327368491,53.11069560110746
1082,raposa-destemida-zeta,0.937551,0.8432841,5613.5586,574.7119,41.1176608073807,-16.356038945807228
1083,lontra-ousada-alfa,0.8690742,0.60951716,5270.5347,1193.4098,131.303689300385,-64.12128168725769
1084,boi-indomavel-sigma,0.74320376,0.31236526,4882.8726,1383.2582,257.26084091621766,-25.66310361520307
1085,leao-tenaz-iota,1.5461626,5.744989,7434.4272,1155.7168,70.92047017781707,45.951053313862595
1086,camaleao-congelante-zeta,0.9592622,1.6548908,5650.4595,989.6676,37.937468563252146,75.20329616158531
1087,onca-antiga-beta,2.7017615,41.826138,4994.635,2095.9956,295.1191331915511,36.429257415614885
1088,tartaruga-majestosa-sigma,0.61958,0.103851125,4043.8503,913.4711,298.00240889446735,0.5077699278903137
1089,cervo-vigoroso-sigma,1.2156137,2.2505577,6333.23,1806.3329,172.32090786514476,-42.73114019930334
1090,tamandua-racional-sigma,1.0816052,3.0175295,5467.655,3499.4375,23.593764490827812,40.269043993271644
1091,tartaruga-audivel-sigma,2.801432,51.783146,5005.1997,4346.784,118.53012194656728,-2.812035987460403
1092,rinoceronte-sonolento-pi,0.8572815,0.34820428,5137.133,2957.051,268.78890626567596,-69.41535255680466
1093,cobra-firme-beta,3.015444,148.98572,8998.019,6078.762,225.85734467206683,-59.51879606974726
1094,panda-orgulhoso-gama,0.9573434,1.8984874,5214.028,817.4313,299.76365251994736,28.92664772257448
1095,gaivota-bondosa-beta,0.9403367,1.5980023,4880.126,2205.7107,197.86303145357263,-56.92142999000024
1096,girafa-sonolenta-alfa,2.8028462,33.70703,4599.6724,3646.0142,275.866259100258,-27.735908702108517
1097,lontra-hostil-pi,0.9083793,0.90434724,5204.45,1588.3679,146.92307381074045,-34.3845698837526
1098,gorila-radiante-alfa,0.7843218,0.33775192,4858.3853,1355.3679,188.1571849991743,-53.0138422123778
1099,macaco-sagaz-pi,1.7199878,10.833959,7758.524,2933.3997,117.26708509183958,-17.560466382293693
1100,rinoceronte-preguicoso-beta,0.72128737,0.1713573,4503.831,960.9949,114.86248482692943,80.51515431978432
1101,onca-brava-beta,0.5510636,0.06783235,3688.0195,608.0297,172.24645275785974,-61.9670219047222
1102,elefante-astuto-iota,0.82733583,0.44213444,5080.644,1189.6473,113.26530758489446,-54.724601979075054
1103,girafa-fiel-alfa,0.57235646,0.07542904,3702.0464,672.1788,327.5963466854204,28.80293049394659
1104,cisne-indomavel-delta,2.354518,23.016598,4559.4746,930.3503,263.66297092185243,-28.4344085349888
1105,javali-destemido-zeta,0.65931654,0.15582278,4153.951,963.7781,256.18769143146136,-28.303220474294182
1106,panda-desconfiado-iota,0.9888772,1.7977036,5740.069,1391.4227,234.0137792171672,-40.762598460540076
1107,antilope-lento-beta,0.9801191,2.162647,5307.672,2124.326,19.167258338511925,54.73326470735245
1108,rinoceronte-astuto-sigma,0.93883145,1.4868768,5630.1196,1907.5225,346.20031548795185,-57.21519833340734
1109,galinha-astuta-delta,0.652538,0.09475955,4193.542,679.5266,294.03211887962715,34.79283959793944
1110,macaco-inquieto-gama,1.2806017,3.2847786,6481.721,1346.4906,308.26253807746855,27.585785021498335
1111,urso-indomavel-delta,0.99043375,3.4257023,4797.3345,1910.5271,281.4511671700617,-9.732064254152448
1112,cobra-preguicosa-iota,5.742197,3498.9075,5867.062,3264.1338,260.08665464399223,-27.09273084956472
1113,rinoceronte-eterno-beta,1.4231422,5.4519763,6661.641,2011.3351,223.5481576501093,-52.79366293820688
1114,vaca-hostil-alfa,1.0514835,4.480611,4827.542,2565.3792,266.2015640297387,-37.72139802538874
1115,camaleao-voraz-beta,0.97032243,2.0600417,4719.6436,764.6138,271.79650246051773,-27.3485957293141
1116,crocodilo-instintivo-delta,0.8178624,0.6325019,5119.6997,1449.0153,154.49744963693993,-68.62942596939082
